Short Frame	_ws.short
Bluetooth GATT Attribute Digital Output (UUID 0x2a57)	btgatt.uuid0x2a57
Bluetooth GATT Attribute Analog (UUID 0x2a58)	btgatt.uuid0x2a58
Bluetooth GATT Attribute Analog Output (UUID 0x2a59)	btgatt.uuid0x2a59
Bluetooth GATT Attribute Aggregate (UUID 0x2a5a)	btgatt.uuid0x2a5a
Bluetooth GATT Attribute CSC Measurement (UUID 0x2a5b)	btgatt.uuid0x2a5b
Bluetooth GATT Attribute CSC Feature (UUID 0x2a5c)	btgatt.uuid0x2a5c
Bluetooth GATT Attribute Sensor Location (UUID 0x2a5d)	btgatt.uuid0x2a5d
Bluetooth GATT Attribute PLX Spot-Check Measurement (UUID 0x2a5e)	btgatt.uuid0x2a5e
Bluetooth GATT Attribute PLX Continuous Measurement (UUID 0x2a5f)	btgatt.uuid0x2a5f
Bluetooth GATT Attribute PLX Features (UUID 0x2a60)	btgatt.uuid0x2a60
Bluetooth GATT Attribute Pulse Oximetry Control Point (UUID 0x2a62)	btgatt.uuid0x2a62
Bluetooth GATT Attribute Cycling Power Measurement (UUID 0x2a63)	btgatt.uuid0x2a63
Bluetooth GATT Attribute Cycling Power Vector (UUID 0x2a64)	btgatt.uuid0x2a64
Bluetooth GATT Attribute Cycling Power Feature (UUID 0x2a65)	btgatt.uuid0x2a65
Bluetooth GATT Attribute Cycling Power Control Point (UUID 0x2a66)	btgatt.uuid0x2a66
Bluetooth GATT Attribute Location and Speed (UUID 0x2a67)	btgatt.uuid0x2a67
Bluetooth GATT Attribute Navigation (UUID 0x2a68)	btgatt.uuid0x2a68
Bluetooth GATT Attribute Position Quality (UUID 0x2a69)	btgatt.uuid0x2a69
Bluetooth GATT Attribute LN Feature (UUID 0x2a6a)	btgatt.uuid0x2a6a
Bluetooth GATT Attribute LN Control Point (UUID 0x2a6b)	btgatt.uuid0x2a6b
Bluetooth GATT Attribute Elevation (UUID 0x2a6c)	btgatt.uuid0x2a6c
Bluetooth GATT Attribute Pressure (UUID 0x2a6d)	btgatt.uuid0x2a6d
Bluetooth GATT Attribute Temperature (UUID 0x2a6e)	btgatt.uuid0x2a6e
Bluetooth GATT Attribute Humidity (UUID 0x2a6f)	btgatt.uuid0x2a6f
Bluetooth GATT Attribute True Wind Speed (UUID 0x2a70)	btgatt.uuid0x2a70
Bluetooth GATT Attribute True Wind Direction (UUID 0x2a71)	btgatt.uuid0x2a71
Bluetooth GATT Attribute Apparent Wind Speed (UUID 0x2a72)	btgatt.uuid0x2a72
Bluetooth GATT Attribute Apparent Wind Direction (UUID 0x2a73)	btgatt.uuid0x2a73
Bluetooth GATT Attribute Gust Factor (UUID 0x2a74)	btgatt.uuid0x2a74
Bluetooth GATT Attribute Pollen Concentration (UUID 0x2a75)	btgatt.uuid0x2a75
Bluetooth GATT Attribute UV Index (UUID 0x2a76)	btgatt.uuid0x2a76
Bluetooth GATT Attribute Irradiance (UUID 0x2a77)	btgatt.uuid0x2a77
Bluetooth GATT Attribute Rainfall (UUID 0x2a78)	btgatt.uuid0x2a78
Bluetooth GATT Attribute Wind Chill (UUID 0x2a79)	btgatt.uuid0x2a79
Bluetooth GATT Attribute Heat Index (UUID 0x2a7a)	btgatt.uuid0x2a7a
Bluetooth GATT Attribute Dew Point (UUID 0x2a7b)	btgatt.uuid0x2a7b
Bluetooth GATT Attribute Descriptor Value Changed (UUID 0x2a7d)	btgatt.uuid0x2a7d
Bluetooth GATT Attribute Aerobic Heart Rate Lower Limit (UUID 0x2a7e)	btgatt.uuid0x2a7e
Bluetooth GATT Attribute Aerobic Threshold (UUID 0x2a7f)	btgatt.uuid0x2a7f
Bluetooth GATT Attribute Age (UUID 0x2a80)	btgatt.uuid0x2a80
Bluetooth GATT Attribute Anaerobic Heart Rate Lower Limit (UUID 0x2a81)	btgatt.uuid0x2a81
Bluetooth GATT Attribute Anaerobic Heart Rate Upper Limit (UUID 0x2a82)	btgatt.uuid0x2a82
Bluetooth GATT Attribute Anaerobic Threshold (UUID 0x2a83)	btgatt.uuid0x2a83
Bluetooth GATT Attribute Aerobic Heart Rate Upper Limit (UUID 0x2a84)	btgatt.uuid0x2a84
Bluetooth GATT Attribute Date of Birth (UUID 0x2a85)	btgatt.uuid0x2a85
Bluetooth GATT Attribute Date of Threshold Assessment (UUID 0x2a86)	btgatt.uuid0x2a86
Bluetooth GATT Attribute Email Address (UUID 0x2a87)	btgatt.uuid0x2a87
Bluetooth GATT Attribute Fat Burn Heart Rate Lower Limit (UUID 0x2a88)	btgatt.uuid0x2a88
Bluetooth GATT Attribute Fat Burn Heart Rate Upper Limit (UUID 0x2a89)	btgatt.uuid0x2a89
Bluetooth GATT Attribute First Name (UUID 0x2a8a)	btgatt.uuid0x2a8a
Bluetooth GATT Attribute Five Zone Heart Rate Limits (UUID 0x2a8b)	btgatt.uuid0x2a8b
Bluetooth GATT Attribute Gender (UUID 0x2a8c)	btgatt.uuid0x2a8c
Bluetooth GATT Attribute Heart Rate Max (UUID 0x2a8d)	btgatt.uuid0x2a8d
Bluetooth GATT Attribute Height (UUID 0x2a8e)	btgatt.uuid0x2a8e
Bluetooth GATT Attribute Hip Circumference (UUID 0x2a8f)	btgatt.uuid0x2a8f
Bluetooth GATT Attribute Last Name (UUID 0x2a90)	btgatt.uuid0x2a90
Bluetooth GATT Attribute Maximum Recommended Heart Rate (UUID 0x2a91)	btgatt.uuid0x2a91
Bluetooth GATT Attribute Resting Heart Rate (UUID 0x2a92)	btgatt.uuid0x2a92
Bluetooth GATT Attribute Sport Type for Aerobic and Anaerobic Thresholds (UUID 0x2a93)	btgatt.uuid0x2a93
Bluetooth GATT Attribute Three Zone Heart Rate Limits (UUID 0x2a94)	btgatt.uuid0x2a94
Bluetooth GATT Attribute Two Zone Heart Rate Limits (UUID 0x2a95)	btgatt.uuid0x2a95
Bluetooth GATT Attribute VO2 Max (UUID 0x2a96)	btgatt.uuid0x2a96
Bluetooth GATT Attribute Waist Circumference (UUID 0x2a97)	btgatt.uuid0x2a97
Bluetooth GATT Attribute Weight (UUID 0x2a98)	btgatt.uuid0x2a98
Bluetooth GATT Attribute Database Change Increment (UUID 0x2a99)	btgatt.uuid0x2a99
Bluetooth GATT Attribute User Index (UUID 0x2a9a)	btgatt.uuid0x2a9a
Bluetooth GATT Attribute Body Composition Feature (UUID 0x2a9b)	btgatt.uuid0x2a9b
Bluetooth GATT Attribute Body Composition Measurement (UUID 0x2a9c)	btgatt.uuid0x2a9c
Bluetooth GATT Attribute Weight Measurement (UUID 0x2a9d)	btgatt.uuid0x2a9d
Bluetooth GATT Attribute Weight Scale Feature (UUID 0x2a9e)	btgatt.uuid0x2a9e
Bluetooth GATT Attribute User Control Point (UUID 0x2a9f)	btgatt.uuid0x2a9f
Bluetooth GATT Attribute Magnetic Flux Density - 2D (UUID 0x2aa0)	btgatt.uuid0x2aa0
Bluetooth GATT Attribute Magnetic Flux Density - 3D (UUID 0x2aa1)	btgatt.uuid0x2aa1
Bluetooth GATT Attribute Language (UUID 0x2aa2)	btgatt.uuid0x2aa2
Bluetooth GATT Attribute Barometric Pressure Trend (UUID 0x2aa3)	btgatt.uuid0x2aa3
Bluetooth GATT Attribute Bond Management Control Point (UUID 0x2aa4)	btgatt.uuid0x2aa4
Bluetooth GATT Attribute Bond Management Feature (UUID 0x2aa5)	btgatt.uuid0x2aa5
Bluetooth GATT Attribute Central Address Resolution (UUID 0x2aa6)	btgatt.uuid0x2aa6
Bluetooth GATT Attribute CGM Measurement (UUID 0x2aa7)	btgatt.uuid0x2aa7
Bluetooth GATT Attribute CGM Feature (UUID 0x2aa8)	btgatt.uuid0x2aa8
Bluetooth GATT Attribute CGM Status (UUID 0x2aa9)	btgatt.uuid0x2aa9
Bluetooth GATT Attribute CGM Session Start Time (UUID 0x2aaa)	btgatt.uuid0x2aaa
Bluetooth GATT Attribute CGM Session Run Time (UUID 0x2aab)	btgatt.uuid0x2aab
Bluetooth GATT Attribute CGM Specific Ops Control Point (UUID 0x2aac)	btgatt.uuid0x2aac
Bluetooth GATT Attribute Indoor Positioning Configuration (UUID 0x2aad)	btgatt.uuid0x2aad
Bluetooth GATT Attribute Latitude (UUID 0x2aae)	btgatt.uuid0x2aae
Bluetooth GATT Attribute Longitude (UUID 0x2aaf)	btgatt.uuid0x2aaf
Bluetooth GATT Attribute Local North Coordinate (UUID 0x2ab0)	btgatt.uuid0x2ab0
Bluetooth GATT Attribute Local East Coordinate (UUID 0x2ab1)	btgatt.uuid0x2ab1
Bluetooth GATT Attribute Floor Number (UUID 0x2ab2)	btgatt.uuid0x2ab2
Bluetooth GATT Attribute Altitude (UUID 0x2ab3)	btgatt.uuid0x2ab3
Bluetooth GATT Attribute Uncertainty (UUID 0x2ab4)	btgatt.uuid0x2ab4
Bluetooth GATT Attribute Location Name (UUID 0x2ab5)	btgatt.uuid0x2ab5
Bluetooth GATT Attribute URI (UUID 0x2ab6)	btgatt.uuid0x2ab6
Bluetooth GATT Attribute HTTP Headers (UUID 0x2ab7)	btgatt.uuid0x2ab7
Bluetooth GATT Attribute HTTP Status Code (UUID 0x2ab8)	btgatt.uuid0x2ab8
Bluetooth GATT Attribute HTTP Entity Body (UUID 0x2ab9)	btgatt.uuid0x2ab9
Bluetooth GATT Attribute HTTP Control Point (UUID 0x2aba)	btgatt.uuid0x2aba
Bluetooth GATT Attribute HTTPS Security (UUID 0x2abb)	btgatt.uuid0x2abb
Bluetooth GATT Attribute TDS Control Point (UUID 0x2abc)	btgatt.uuid0x2abc
Bluetooth GATT Attribute OTS Feature (UUID 0x2abd)	btgatt.uuid0x2abd
Bluetooth GATT Attribute Object Name (UUID 0x2abe)	btgatt.uuid0x2abe
Bluetooth GATT Attribute Object Type (UUID 0x2abf)	btgatt.uuid0x2abf
Bluetooth GATT Attribute Object Size (UUID 0x2ac0)	btgatt.uuid0x2ac0
Bluetooth GATT Attribute Object First-Created (UUID 0x2ac1)	btgatt.uuid0x2ac1
Bluetooth GATT Attribute Object Last-Modified (UUID 0x2ac2)	btgatt.uuid0x2ac2
Bluetooth GATT Attribute Object ID (UUID 0x2ac3)	btgatt.uuid0x2ac3
Bluetooth GATT Attribute Object Properties (UUID 0x2ac4)	btgatt.uuid0x2ac4
Bluetooth GATT Attribute Object Action Control Point (UUID 0x2ac5)	btgatt.uuid0x2ac5
Bluetooth GATT Attribute Object List Control Point (UUID 0x2ac6)	btgatt.uuid0x2ac6
Bluetooth GATT Attribute Object List Filter (UUID 0x2ac7)	btgatt.uuid0x2ac7
Bluetooth GATT Attribute Object Changed (UUID 0x2ac8)	btgatt.uuid0x2ac8
Bluetooth GATT Attribute Resolvable Private Address Only (UUID 0x2ac9)	btgatt.uuid0x2ac9
Bluetooth GATT Attribute Unspecified (UUID 0x2aca)	btgatt.uuid0x2aca
Bluetooth GATT Attribute Directory Listing (UUID 0x2acb)	btgatt.uuid0x2acb
Bluetooth GATT Attribute Fitness Machine Feature (UUID 0x2acc)	btgatt.uuid0x2acc
Bluetooth GATT Attribute Treadmill Data (UUID 0x2acd)	btgatt.uuid0x2acd
Bluetooth GATT Attribute Cross Trainer Data (UUID 0x2ace)	btgatt.uuid0x2ace
Bluetooth GATT Attribute Step Climber Data (UUID 0x2acf)	btgatt.uuid0x2acf
Bluetooth GATT Attribute Stair Climber Data (UUID 0x2ad0)	btgatt.uuid0x2ad0
Bluetooth GATT Attribute Rower Data (UUID 0x2ad1)	btgatt.uuid0x2ad1
Bluetooth GATT Attribute Indoor Bike Data (UUID 0x2ad2)	btgatt.uuid0x2ad2
Bluetooth GATT Attribute Training Status (UUID 0x2ad3)	btgatt.uuid0x2ad3
Bluetooth GATT Attribute Supported Speed Range (UUID 0x2ad4)	btgatt.uuid0x2ad4
Bluetooth GATT Attribute Supported Inclination Range (UUID 0x2ad5)	btgatt.uuid0x2ad5
Bluetooth GATT Attribute Supported Resistance Level Range (UUID 0x2ad6)	btgatt.uuid0x2ad6
Bluetooth GATT Attribute Supported Heart Rate Range (UUID 0x2ad7)	btgatt.uuid0x2ad7
Bluetooth GATT Attribute Supported Power Range (UUID 0x2ad8)	btgatt.uuid0x2ad8
Bluetooth GATT Attribute Fitness Machine Control Point (UUID 0x2ad9)	btgatt.uuid0x2ad9
Bluetooth GATT Attribute Fitness Machine Status (UUID 0x2ada)	btgatt.uuid0x2ada
Bluetooth GATT Attribute Mesh Provisioning Data In (UUID 0x2adb)	btgatt.uuid0x2adb
Bluetooth GATT Attribute Mesh Provisioning Data Out (UUID 0x2adc)	btgatt.uuid0x2adc
Bluetooth GATT Attribute Mesh Proxy Data In (UUID 0x2add)	btgatt.uuid0x2add
Bluetooth GATT Attribute Mesh Proxy Data Out (UUID 0x2ade)	btgatt.uuid0x2ade
Bluetooth GATT Attribute Average Current (UUID 0x2ae0)	btgatt.uuid0x2ae0
Bluetooth GATT Attribute Average Voltage (UUID 0x2ae1)	btgatt.uuid0x2ae1
Bluetooth GATT Attribute Boolean (UUID 0x2ae2)	btgatt.uuid0x2ae2
Bluetooth GATT Attribute Chromatic Distance from Planckian (UUID 0x2ae3)	btgatt.uuid0x2ae3
Bluetooth GATT Attribute Chromaticity Coordinates (UUID 0x2ae4)	btgatt.uuid0x2ae4
Bluetooth GATT Attribute Chromaticity in CCT and Duv Values (UUID 0x2ae5)	btgatt.uuid0x2ae5
Bluetooth GATT Attribute Chromaticity Tolerance (UUID 0x2ae6)	btgatt.uuid0x2ae6
Bluetooth GATT Attribute CIE 13.3-1995 Color Rendering Index (UUID 0x2ae7)	btgatt.uuid0x2ae7
Bluetooth GATT Attribute Coefficient (UUID 0x2ae8)	btgatt.uuid0x2ae8
Bluetooth GATT Attribute Correlated Color Temperature (UUID 0x2ae9)	btgatt.uuid0x2ae9
Bluetooth GATT Attribute Count 16 (UUID 0x2aea)	btgatt.uuid0x2aea
Bluetooth GATT Attribute Count 24 (UUID 0x2aeb)	btgatt.uuid0x2aeb
Bluetooth GATT Attribute Country Code (UUID 0x2aec)	btgatt.uuid0x2aec
Bluetooth GATT Attribute Date UTC (UUID 0x2aed)	btgatt.uuid0x2aed
Bluetooth GATT Attribute Electric Current (UUID 0x2aee)	btgatt.uuid0x2aee
Bluetooth GATT Attribute Electric Current Range (UUID 0x2aef)	btgatt.uuid0x2aef
Bluetooth GATT Attribute Electric Current Specification (UUID 0x2af0)	btgatt.uuid0x2af0
Bluetooth GATT Attribute Electric Current Statistics (UUID 0x2af1)	btgatt.uuid0x2af1
Bluetooth GATT Attribute Energy (UUID 0x2af2)	btgatt.uuid0x2af2
Bluetooth GATT Attribute Energy in a Period of Day (UUID 0x2af3)	btgatt.uuid0x2af3
Bluetooth GATT Attribute Event Statistics (UUID 0x2af4)	btgatt.uuid0x2af4
Bluetooth GATT Attribute Fixed String 16 (UUID 0x2af5)	btgatt.uuid0x2af5
Bluetooth GATT Attribute Fixed String 24 (UUID 0x2af6)	btgatt.uuid0x2af6
Bluetooth GATT Attribute Fixed String 36 (UUID 0x2af7)	btgatt.uuid0x2af7
Bluetooth GATT Attribute Fixed String 8 (UUID 0x2af8)	btgatt.uuid0x2af8
Bluetooth GATT Attribute Generic Level (UUID 0x2af9)	btgatt.uuid0x2af9
Bluetooth GATT Attribute Global Trade Item Number (UUID 0x2afa)	btgatt.uuid0x2afa
Bluetooth GATT Attribute Illuminance (UUID 0x2afb)	btgatt.uuid0x2afb
Bluetooth GATT Attribute Luminous Efficacy (UUID 0x2afc)	btgatt.uuid0x2afc
Bluetooth GATT Attribute Luminous Energy (UUID 0x2afd)	btgatt.uuid0x2afd
Bluetooth GATT Attribute Luminous Exposure (UUID 0x2afe)	btgatt.uuid0x2afe
Bluetooth GATT Attribute Luminous Flux (UUID 0x2aff)	btgatt.uuid0x2aff
Bluetooth GATT Attribute Luminous Flux Range (UUID 0x2b00)	btgatt.uuid0x2b00
Bluetooth GATT Attribute Luminous Intensity (UUID 0x2b01)	btgatt.uuid0x2b01
Bluetooth GATT Attribute Mass Flow (UUID 0x2b02)	btgatt.uuid0x2b02
Bluetooth GATT Attribute Perceived Lightness (UUID 0x2b03)	btgatt.uuid0x2b03
Bluetooth GATT Attribute Percentage 8 (UUID 0x2b04)	btgatt.uuid0x2b04
Bluetooth GATT Attribute Power (UUID 0x2b05)	btgatt.uuid0x2b05
Bluetooth GATT Attribute Power Specification (UUID 0x2b06)	btgatt.uuid0x2b06
Bluetooth GATT Attribute Relative Runtime in a Current Range (UUID 0x2b07)	btgatt.uuid0x2b07
Bluetooth GATT Attribute Relative Runtime in a Generic Level Range (UUID 0x2b08)	btgatt.uuid0x2b08
Bluetooth GATT Attribute Relative Value in a Voltage Range (UUID 0x2b09)	btgatt.uuid0x2b09
Bluetooth GATT Attribute Relative Value in an Illuminance Range (UUID 0x2b0a)	btgatt.uuid0x2b0a
Bluetooth GATT Attribute Relative Value in a Period of Day (UUID 0x2b0b)	btgatt.uuid0x2b0b
Bluetooth GATT Attribute Relative Value in a Temperature Range (UUID 0x2b0c)	btgatt.uuid0x2b0c
Bluetooth GATT Attribute Temperature 8 (UUID 0x2b0d)	btgatt.uuid0x2b0d
Bluetooth GATT Attribute Temperature 8 in a Period of Day (UUID 0x2b0e)	btgatt.uuid0x2b0e
Bluetooth GATT Attribute Temperature 8 Statistics (UUID 0x2b0f)	btgatt.uuid0x2b0f
Bluetooth GATT Attribute Temperature Range (UUID 0x2b10)	btgatt.uuid0x2b10
Bluetooth GATT Attribute Temperature Statistics (UUID 0x2b11)	btgatt.uuid0x2b11
Bluetooth GATT Attribute Time Decihour 8 (UUID 0x2b12)	btgatt.uuid0x2b12
Bluetooth GATT Attribute Time Exponential 8 (UUID 0x2b13)	btgatt.uuid0x2b13
Bluetooth GATT Attribute Time Hour 24 (UUID 0x2b14)	btgatt.uuid0x2b14
Bluetooth GATT Attribute Time Millisecond 24 (UUID 0x2b15)	btgatt.uuid0x2b15
Bluetooth GATT Attribute Time Second 16 (UUID 0x2b16)	btgatt.uuid0x2b16
Bluetooth GATT Attribute Time Second 8 (UUID 0x2b17)	btgatt.uuid0x2b17
Bluetooth GATT Attribute Voltage (UUID 0x2b18)	btgatt.uuid0x2b18
Bluetooth GATT Attribute Voltage Specification (UUID 0x2b19)	btgatt.uuid0x2b19
Bluetooth GATT Attribute Voltage Statistics (UUID 0x2b1a)	btgatt.uuid0x2b1a
Bluetooth GATT Attribute Volume Flow (UUID 0x2b1b)	btgatt.uuid0x2b1b
Bluetooth GATT Attribute Chromaticity Coordinate (UUID 0x2b1c)	btgatt.uuid0x2b1c
Bluetooth GATT Attribute RC Feature (UUID 0x2b1d)	btgatt.uuid0x2b1d
Bluetooth GATT Attribute RC Settings (UUID 0x2b1e)	btgatt.uuid0x2b1e
Bluetooth GATT Attribute Reconnection Configuration Control Point (UUID 0x2b1f)	btgatt.uuid0x2b1f
Bluetooth GATT Attribute IDD Status Changed (UUID 0x2b20)	btgatt.uuid0x2b20
Bluetooth GATT Attribute IDD Status (UUID 0x2b21)	btgatt.uuid0x2b21
Bluetooth GATT Attribute IDD Annunciation Status (UUID 0x2b22)	btgatt.uuid0x2b22
Bluetooth GATT Attribute IDD Features (UUID 0x2b23)	btgatt.uuid0x2b23
Bluetooth GATT Attribute IDD Status Reader Control Point (UUID 0x2b24)	btgatt.uuid0x2b24
Bluetooth GATT Attribute IDD Command Control Point (UUID 0x2b25)	btgatt.uuid0x2b25
Bluetooth GATT Attribute IDD Command Data (UUID 0x2b26)	btgatt.uuid0x2b26
Bluetooth GATT Attribute IDD Record Access Control Point (UUID 0x2b27)	btgatt.uuid0x2b27
Bluetooth GATT Attribute IDD History Data (UUID 0x2b28)	btgatt.uuid0x2b28
Bluetooth GATT Attribute Client Supported Features (UUID 0x2b29)	btgatt.uuid0x2b29
Bluetooth GATT Attribute Database Hash (UUID 0x2b2a)	btgatt.uuid0x2b2a
Bluetooth GATT Attribute BSS Control Point (UUID 0x2b2b)	btgatt.uuid0x2b2b
Bluetooth GATT Attribute BSS Response (UUID 0x2b2c)	btgatt.uuid0x2b2c
Bluetooth GATT Attribute Emergency ID (UUID 0x2b2d)	btgatt.uuid0x2b2d
Bluetooth GATT Attribute Emergency Text (UUID 0x2b2e)	btgatt.uuid0x2b2e
Bluetooth GATT Attribute ACS Status (UUID 0x2b2f)	btgatt.uuid0x2b2f
Bluetooth GATT Attribute ACS Data In (UUID 0x2b30)	btgatt.uuid0x2b30
Bluetooth GATT Attribute ACS Data Out Notify (UUID 0x2b31)	btgatt.uuid0x2b31
Bluetooth GATT Attribute ACS Data Out Indicate (UUID 0x2b32)	btgatt.uuid0x2b32
Bluetooth GATT Attribute ACS Control Point (UUID 0x2b33)	btgatt.uuid0x2b33
Bluetooth GATT Attribute Enhanced Blood Pressure Measurement (UUID 0x2b34)	btgatt.uuid0x2b34
Bluetooth GATT Attribute Enhanced Intermediate Cuff Pressure (UUID 0x2b35)	btgatt.uuid0x2b35
Bluetooth GATT Attribute Blood Pressure Record (UUID 0x2b36)	btgatt.uuid0x2b36
Bluetooth GATT Attribute Registered User (UUID 0x2b37)	btgatt.uuid0x2b37
Bluetooth GATT Attribute BR-EDR Handover Data (UUID 0x2b38)	btgatt.uuid0x2b38
Bluetooth GATT Attribute Bluetooth SIG Data (UUID 0x2b39)	btgatt.uuid0x2b39
Bluetooth GATT Attribute Server Supported Features (UUID 0x2b3a)	btgatt.uuid0x2b3a
Bluetooth GATT Attribute Physical Activity Monitor Features (UUID 0x2b3b)	btgatt.uuid0x2b3b
Bluetooth GATT Attribute General Activity Instantaneous Data (UUID 0x2b3c)	btgatt.uuid0x2b3c
Bluetooth GATT Attribute General Activity Summary Data (UUID 0x2b3d)	btgatt.uuid0x2b3d
Bluetooth GATT Attribute CardioRespiratory Activity Instantaneous Data (UUID 0x2b3e)	btgatt.uuid0x2b3e
Bluetooth GATT Attribute CardioRespiratory Activity Summary Data (UUID 0x2b3f)	btgatt.uuid0x2b3f
Bluetooth GATT Attribute Step Counter Activity Summary Data (UUID 0x2b40)	btgatt.uuid0x2b40
Bluetooth GATT Attribute Sleep Activity Instantaneous Data (UUID 0x2b41)	btgatt.uuid0x2b41
Bluetooth GATT Attribute Sleep Activity Summary Data (UUID 0x2b42)	btgatt.uuid0x2b42
Bluetooth GATT Attribute Physical Activity Monitor Control Point (UUID 0x2b43)	btgatt.uuid0x2b43
Bluetooth GATT Attribute Physical Activity Current Session (UUID 0x2b44)	btgatt.uuid0x2b44
Bluetooth GATT Attribute Physical Activity Session Descriptor (UUID 0x2b45)	btgatt.uuid0x2b45
Bluetooth GATT Attribute Preferred Units (UUID 0x2b46)	btgatt.uuid0x2b46
Bluetooth GATT Attribute High Resolution Height (UUID 0x2b47)	btgatt.uuid0x2b47
Bluetooth GATT Attribute Middle Name (UUID 0x2b48)	btgatt.uuid0x2b48
Bluetooth GATT Attribute Stride Length (UUID 0x2b49)	btgatt.uuid0x2b49
Bluetooth GATT Attribute Handedness (UUID 0x2b4a)	btgatt.uuid0x2b4a
Bluetooth GATT Attribute Device Wearing Position (UUID 0x2b4b)	btgatt.uuid0x2b4b
Bluetooth GATT Attribute Four Zone Heart Rate Limits (UUID 0x2b4c)	btgatt.uuid0x2b4c
Bluetooth GATT Attribute High Intensity Exercise Threshold (UUID 0x2b4d)	btgatt.uuid0x2b4d
Bluetooth GATT Attribute Activity Goal (UUID 0x2b4e)	btgatt.uuid0x2b4e
Bluetooth GATT Attribute Sedentary Interval Notification (UUID 0x2b4f)	btgatt.uuid0x2b4f
Bluetooth GATT Attribute Caloric Intake (UUID 0x2b50)	btgatt.uuid0x2b50
Bluetooth GATT Attribute TMAP Role (UUID 0x2b51)	btgatt.uuid0x2b51
Bluetooth GATT Attribute Audio Input State (UUID 0x2b77)	btgatt.uuid0x2b77
Bluetooth GATT Attribute Gain Settings Attribute (UUID 0x2b78)	btgatt.uuid0x2b78
Bluetooth GATT Attribute Audio Input Type (UUID 0x2b79)	btgatt.uuid0x2b79
Bluetooth GATT Attribute Audio Input Status (UUID 0x2b7a)	btgatt.uuid0x2b7a
Bluetooth GATT Attribute Audio Input Control Point (UUID 0x2b7b)	btgatt.uuid0x2b7b
Bluetooth GATT Attribute Audio Input Description (UUID 0x2b7c)	btgatt.uuid0x2b7c
Bluetooth GATT Attribute Volume State (UUID 0x2b7d)	btgatt.uuid0x2b7d
Bluetooth GATT Attribute Volume Control Point (UUID 0x2b7e)	btgatt.uuid0x2b7e
Bluetooth GATT Attribute Volume Flags (UUID 0x2b7f)	btgatt.uuid0x2b7f
Bluetooth GATT Attribute Volume Offset State (UUID 0x2b80)	btgatt.uuid0x2b80
Bluetooth GATT Attribute Audio Location (UUID 0x2b81)	btgatt.uuid0x2b81
Bluetooth GATT Attribute Volume Offset Control Point (UUID 0x2b82)	btgatt.uuid0x2b82
Bluetooth GATT Attribute Audio Output Description (UUID 0x2b83)	btgatt.uuid0x2b83
Bluetooth GATT Attribute Set Identity Resolving Key (UUID 0x2b84)	btgatt.uuid0x2b84
Bluetooth GATT Attribute Coordinated Set Size (UUID 0x2b85)	btgatt.uuid0x2b85
Bluetooth GATT Attribute Set Member Lock (UUID 0x2b86)	btgatt.uuid0x2b86
Bluetooth GATT Attribute Set Member Rank (UUID 0x2b87)	btgatt.uuid0x2b87
Bluetooth GATT Attribute Encrypted Data Key Material (UUID 0x2b88)	btgatt.uuid0x2b88
Bluetooth GATT Attribute Apparent Energy 32 (UUID 0x2b89)	btgatt.uuid0x2b89
Bluetooth GATT Attribute Apparent Power (UUID 0x2b8a)	btgatt.uuid0x2b8a
Bluetooth GATT Attribute Live Health Observations (UUID 0x2b8b)	btgatt.uuid0x2b8b
Bluetooth GATT Attribute CO₂ Concentration (UUID 0x2b8c)	btgatt.uuid0x2b8c
Bluetooth GATT Attribute Cosine of the Angle (UUID 0x2b8d)	btgatt.uuid0x2b8d
Bluetooth GATT Attribute Device Time Feature (UUID 0x2b8e)	btgatt.uuid0x2b8e
Bluetooth GATT Attribute Device Time Parameters (UUID 0x2b8f)	btgatt.uuid0x2b8f
Bluetooth GATT Attribute Device Time (UUID 0x2b90)	btgatt.uuid0x2b90
Bluetooth GATT Attribute Device Time Control Point (UUID 0x2b91)	btgatt.uuid0x2b91
Bluetooth GATT Attribute Time Change Log Data (UUID 0x2b92)	btgatt.uuid0x2b92
Bluetooth GATT Attribute Media Player Name (UUID 0x2b93)	btgatt.uuid0x2b93
Bluetooth GATT Attribute Media Player Icon Object ID (UUID 0x2b94)	btgatt.uuid0x2b94
Bluetooth GATT Attribute Media Player Icon URL (UUID 0x2b95)	btgatt.uuid0x2b95
Bluetooth GATT Attribute Track Changed (UUID 0x2b96)	btgatt.uuid0x2b96
Bluetooth GATT Attribute Track Title (UUID 0x2b97)	btgatt.uuid0x2b97
Bluetooth GATT Attribute Track Duration (UUID 0x2b98)	btgatt.uuid0x2b98
Bluetooth GATT Attribute Track Position (UUID 0x2b99)	btgatt.uuid0x2b99
Bluetooth GATT Attribute Playback Speed (UUID 0x2b9a)	btgatt.uuid0x2b9a
Bluetooth GATT Attribute Seeking Speed (UUID 0x2b9b)	btgatt.uuid0x2b9b
Bluetooth GATT Attribute Current Track Segments Object ID (UUID 0x2b9c)	btgatt.uuid0x2b9c
Bluetooth GATT Attribute Current Track Object ID (UUID 0x2b9d)	btgatt.uuid0x2b9d
Bluetooth GATT Attribute Next Track Object ID (UUID 0x2b9e)	btgatt.uuid0x2b9e
Bluetooth GATT Attribute Parent Group Object ID (UUID 0x2b9f)	btgatt.uuid0x2b9f
Bluetooth GATT Attribute Current Group Object ID (UUID 0x2ba0)	btgatt.uuid0x2ba0
Bluetooth GATT Attribute Playing Order (UUID 0x2ba1)	btgatt.uuid0x2ba1
